age,workclass,education,marital-status,occupation,race,gender,hours-per-week,native-country,income
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Asian-Pac-Islander,Male,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,<=50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[40, 80[",Private,High education,*,Technical,Black,Female,"[1, 42[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,>50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
"[17, 40[",Private,High education,*,Technical,Black,Female,"[42, 100[",North America,<=50K
